"id","created_at","name","has_test","alternate_url"
"119054216","2025-04-02T09:14:44+0300","-",true,"https://hh.ru/vacancy/119054216"
"119084114","2025-04-02T16:28:30+0300","-",false,"https://hh.ru/vacancy/119084114"
"118524897","2025-04-02T20:14:09+0300","Junior",false,"https://hh.ru/vacancy/118524897"
